읍면동,종합라벨,시장,추천종목_1,추천종목_2,추천종목_3,추천종목_4,추천종목_5,region_id,stock_ids
교문2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,177,"[238, 248, 256, 195, 196]"
교하동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,583,[]
교하동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,583,"[238, 248, 256, 195, 196]"
군남면,"고령안정형_전기, 가스, 증기 및 공기조절 공급업",미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,491,[]
군남면,"고령안정형_전기, 가스, 증기 및 공기조절 공급업",국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,491,"[195, 196, 270, 279, 198]"
군내면,중장년균형형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,629,[]
군내면,중장년균형형_제조업,국장,포스코홀딩스,삼성전자,SK하이닉스,카카오,네이버,629,"[283, 195, 196, 270, 279]"
군자동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,366,[]
군자동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,783,[]
군자동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,783,"[238, 248, 256, 195, 196]"
군자동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,366,"[238, 248, 256, 195, 196]"
군포1동,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,184,[]
군포1동,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,184,"[195, 196, 270, 279, 198]"
군포2동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,185,[]
군포2동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,185,"[195, 196, 270, 279, 198]"
궁내동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,186,[]
궁내동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,186,"[238, 248, 256, 195, 196]"
권선1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,322,"[238, 248, 256, 195, 196]"
권선1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,322,[]
권선2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,323,[]
권선2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,323,"[238, 248, 256, 195, 196]"
귀인동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,426,[]
귀인동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,426,"[240, 195, 196, 270, 279]"
금곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,209,[]
금곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,272,[]
금곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,324,[]
금곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,324,"[238, 248, 256, 195, 196]"
금곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,272,"[238, 248, 256, 195, 196]"
금곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,209,"[238, 248, 256, 195, 196]"
금광1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,309,[]
금광1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,309,"[238, 248, 256, 195, 196]"
금광2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,310,[]
금광2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,310,"[238, 248, 256, 195, 196]"
금광면,고령안정형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,411,[]
금광면,고령안정형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,411,"[195, 196, 270, 279, 198]"
금사면,고령안정형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,481,"[195, 196, 270, 279, 198]"
금사면,고령안정형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,481,[]
금정동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,187,"[195, 196, 270, 279, 198]"
금정동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,187,[]
금창동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1155,[]
금창동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1155,"[195, 196, 270, 279, 198]"
금촌1동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,584,"[195, 196, 270, 279, 198]"
금촌1동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,584,[]
금촌2동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,585,"[228, 233, 259, 196, 195]"
금촌2동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,585,[]
금촌3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,586,[]
금촌3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,586,"[238, 248, 256, 195, 196]"
금호1가동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,930,"[238, 248, 256, 195, 196]"
금호1가동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,930,[]
금호2·3가동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,931,"[238, 248, 256, 195, 196]"
금호2·3가동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,931,[]
금호4가동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,932,"[238, 248, 256, 195, 196]"
금호4가동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,932,[]
기배동,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,655,"[195, 196, 270, 279, 198]"
기배동,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,655,[]
기흥동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,511,"[238, 248, 256, 195, 196]"
기흥동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,511,[]
길동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,709,[]
길동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,709,"[238, 248, 256, 195, 196]"
길상면,고령안정형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1112,"[195, 196, 270, 279, 198]"
길상면,고령안정형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1112,[]
길음1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,947,[]
길음1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,947,"[238, 248, 256, 195, 196]"
길음2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,948,[]
길음2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,948,"[238, 248, 256, 195, 196]"
김포본동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,197,"[238, 248, 256, 195, 196]"
김포본동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,197,[]
낙성대동,청년성장형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,758,"[195, 196, 270, 279, 198]"
낙성대동,청년성장형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,758,[]
난곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,759,[]
난곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,759,"[238, 248, 256, 195, 196]"
난향동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,760,[]
난향동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,760,"[240, 195, 196, 270, 279]"
남가좌1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,898,[]
남가좌1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,898,"[238, 248, 256, 195, 196]"
남가좌2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,899,"[238, 248, 256, 195, 196]"
남가좌2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,899,[]
남면,고령안정형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,456,[]
남면,고령안정형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,456,"[195, 196, 270, 279, 198]"
남사읍,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,535,"[238, 248, 256, 195, 196]"
남사읍,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,535,[]
남양읍,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,656,"[195, 196, 270, 279, 198]"
남양읍,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,656,[]
남영동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1030,"[240, 195, 196, 270, 279]"
남영동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1030,[]
남종면,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,163,"[195, 196, 270, 279, 198]"
남종면,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,163,[]
남촌도림동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1143,[]
남촌도림동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1143,"[240, 195, 196, 270, 279]"
남촌동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,501,[]
남촌동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,501,"[228, 233, 259, 196, 195]"
남한산성면,고령안정형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,164,[]
남한산성면,고령안정형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,164,"[195, 196, 270, 279, 198]"
남현동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,761,"[238, 248, 256, 195, 196]"
남현동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,761,[]
내가면,고령안정형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1113,"[195, 196, 270, 279, 198]"
내가면,고령안정형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1113,[]
내곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,912,"[238, 248, 256, 195, 196]"
내곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,912,[]
내손1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,548,"[238, 248, 256, 195, 196]"
내손1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,548,[]
내손2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,549,[]
내손2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,549,"[238, 248, 256, 195, 196]"
내촌면,고령안정형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,630,"[195, 196, 270, 279, 198]"
내촌면,고령안정형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,630,[]
노량진1동,청년성장형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,867,[]
노량진1동,청년성장형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,867,"[195, 196, 270, 279, 198]"
노량진2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,868,[]
노량진2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,868,"[238, 248, 256, 195, 196]"
녹번동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1049,"[238, 248, 256, 195, 196]"
녹번동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1049,[]
녹양동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,555,[]
녹양동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,555,"[238, 248, 256, 195, 196]"
논현1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1144,"[238, 248, 256, 195, 196]"
논현1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,688,"[238, 248, 256, 195, 196]"
논현1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,688,[]
논현1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1144,[]
논현2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1145,"[238, 248, 256, 195, 196]"
논현2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,689,"[238, 248, 256, 195, 196]"
논현2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1145,[]
논현2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,689,[]
논현고잔동,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1146,[]
논현고잔동,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1146,"[195, 196, 270, 279, 198]"
능곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,91,[]
능곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,367,[]
능곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,367,"[238, 248, 256, 195, 196]"
능곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,91,"[238, 248, 256, 195, 196]"
능동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,784,"[238, 248, 256, 195, 196]"
능동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,784,[]
다산1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,210,"[238, 248, 256, 195, 196]"
다산1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,210,[]
다산2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,211,"[238, 248, 256, 195, 196]"
다산2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,211,[]
다산동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1080,"[238, 248, 256, 195, 196]"
다산동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1080,[]
단대동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,293,"[238, 248, 256, 195, 196]"
단대동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,293,[]
단월면,고령안정형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,470,"[195, 196, 270, 279, 198]"
단월면,고령안정형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,470,[]
달안동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,427,"[238, 248, 256, 195, 196]"
달안동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,427,[]
답십리1동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,853,"[228, 233, 259, 196, 195]"
